<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20131115,000000,0.91663,0.91912,0.91300,0.91464,36743
20131118,000000,0.91425,0.91615,0.90953,0.91281,36498
20131119,000000,0.91281,0.91442,0.91024,0.91085,40585
20131120,000000,0.91084,0.91907,0.90790,0.91606,47245
20131121,000000,0.91614,0.91884,0.91274,0.91276,45934
20131122,000000,0.91277,0.91496,0.90633,0.90633,36792
20131125,000000,0.90705,0.91310,0.90613,0.91175,35293
20131126,000000,0.91158,0.91190,0.90612,0.90645,38176
20131127,000000,0.90653,0.90921,0.90404,0.90746,41273
20131128,000000,0.90746,0.90862,0.90411,0.90536,29252
20131129,000000,0.90536,0.90711,0.90282,0.90591,39221
20131202,000000,0.90592,0.91102,0.90430,0.90861,39803
20131203,000000,0.90858,0.91005,0.90204,0.90422,41667
20131204,000000,0.90426,0.90762,0.90129,0.90229,49429
20131205,000000,0.90228,0.90488,0.89567,0.89666,51148
20131206,000000,0.89665,0.89840,0.89101,0.89102,44125
20131209,000000,0.89162,0.89340,0.88950,0.89034,32704
20131210,000000,0.89036,0.89079,0.88502,0.88736,38289
20131211,000000,0.88736,0.88862,0.88395,0.88632,37960
20131212,000000,0.88638,0.89091,0.88478,0.88916,45775
20131213,000000,0.88916,0.89171,0.88812,0.88889,38702
20131216,000000,0.89029,0.89046,0.88462,0.88717,36065
20131217,000000,0.88711,0.88948,0.88320,0.88483,36416
20131218,000000,0.88489,0.89494,0.88396,0.89376,47925
20131219,000000,0.89372,0.89864,0.89342,0.89791,44621
20131220,000000,0.89792,0.90009,0.89318,0.89561,42758
20131223,000000,0.89569,0.89668,0.89227,0.89373,27665
20131224,000000,0.89373,0.89719,0.89216,0.89615,19112
20131226,000000,0.89603,0.89679,0.89493,0.89643,16380
20131227,000000,0.89637,0.89661,0.87989,0.89099,40884
20131230,000000,0.89056,0.89315,0.88599,0.88759,34243
20131231,000000,0.88710,0.89187,0.88660,0.89041,21282
20140102,000000,0.89273,0.90285,0.89229,0.89878,41457
20140103,000000,0.89882,0.90574,0.89878,0.90466,41914
20140106,000000,0.90485,0.90701,0.90197,0.90395,41906
20140107,000000,0.90387,0.90989,0.90353,0.90900,42493
20140108,000000,0.90908,0.91272,0.90764,0.91110,47625
20140109,000000,0.91110,0.91239,0.90630,0.90681,45865
20140110,000000,0.90673,0.90899,0.90048,0.90211,44048
20140113,000000,0.90122,0.90477,0.89863,0.89896,39578
20140114,000000,0.89898,0.90316,0.89863,0.90235,39910
20140115,000000,0.90239,0.91077,0.90227,0.90851,40289
20140116,000000,0.90854,0.91035,0.90318,0.90483,41693
20140117,000000,0.90486,0.91194,0.90438,0.90967,37599
20140120,000000,0.91004,0.91322,0.90890,0.90984,27849
20140121,000000,0.90980,0.91563,0.90842,0.90989,40636
20140122,000000,0.90998,0.91222,0.90883,0.91146,36693
20140123,000000,0.91148,0.91336,0.89636,0.89734,51604
20140124,000000,0.89733,0.89911,0.89029,0.89366,49469
20140127,000000,0.89470,0.89844,0.89317,0.89618,42800
20140128,000000,0.89625,0.90099,0.89541,0.89714,37914
20140129,000000,0.89712,0.90094,0.89349,0.89438,50525
20140130,000000,0.89438,0.90475,0.89400,0.90270,46329
20140131,000000,0.90264,0.90798,0.90078,0.90579,47714
20140203,000000,0.90630,0.90812,0.90036,0.90086,44113
20140204,000000,0.90058,0.90616,0.90058,0.90369,41023
20140205,000000,0.90373,0.90566,0.90038,0.90350,40427
20140206,000000,0.90349,0.90633,0.89678,0.90084,40541
20140207,000000,0.90085,0.90219,0.89595,0.89817,38237
20140210,000000,0.89860,0.89934,0.89592,0.89675,29685
20140211,000000,0.89661,0.89877,0.89395,0.89816,36535
20140212,000000,0.89816,0.90379,0.89677,0.90053,36233
20140213,000000,0.90053,0.90096,0.89181,0.89345,39704
20140214,000000,0.89343,0.89402,0.89028,0.89235,33404
20140217,000000,0.89132,0.89260,0.89000,0.89122,24850
20140218,000000,0.89126,0.89284,0.88691,0.88789,38253
20140219,000000,0.88789,0.88954,0.88560,0.88838,32785
20140220,000000,0.88838,0.89145,0.88588,0.88950,37498
20140221,000000,0.88943,0.89108,0.88675,0.88795,30912
20140224,000000,0.88729,0.89105,0.88524,0.88884,30563
20140225,000000,0.88881,0.88914,0.88539,0.88671,31403
20140226,000000,0.88670,0.89299,0.88657,0.89058,35765
20140227,000000,0.89062,0.89190,0.88710,0.88820,36539
20140228,000000,0.88817,0.88894,0.87772,0.87983,43174
20140303,000000,0.88041,0.88357,0.87819,0.88308,39424
20140304,000000,0.88309,0.88786,0.88243,0.88736,36560
20140305,000000,0.88731,0.88953,0.88595,0.88706,35249
20140306,000000,0.88706,0.88911,0.87944,0.88037,40130
20140307,000000,0.88017,0.88158,0.87561,0.87743,38557
20140310,000000,0.87797,0.87933,0.87609,0.87768,31390
20140311,000000,0.87767,0.88048,0.87659,0.87786,33614
20140312,000000,0.87786,0.87880,0.87342,0.87403,38205
20140313,000000,0.87408,0.87645,0.86989,0.87423,49049
20140314,000000,0.87422,0.87613,0.87032,0.87205,41329
20140317,000000,0.87232,0.87560,0.87136,0.87333,34664
20140318,000000,0.87325,0.87691,0.87238,0.87305,37912
20140319,000000,0.87305,0.88289,0.87278,0.88188,42128
20140320,000000,0.88183,0.88689,0.87998,0.88355,44595
20140321,000000,0.88355,0.88422,0.88148,0.88282,32299
20140324,000000,0.88164,0.88658,0.87867,0.88081,36999
20140325,000000,0.88086,0.88788,0.88008,0.88271,45400
20140326,000000,0.88270,0.88696,0.88252,0.88484,42357
20140327,000000,0.88484,0.88733,0.88406,0.88659,43084
20140328,000000,0.88659,0.88988,0.88483,0.88667,38442
20140331,000000,0.88545,0.88890,0.88242,0.88455,44289
20140401,000000,0.88457,0.88489,0.88141,0.88340,43141
20140402,000000,0.88343,0.88748,0.88186,0.88654,58635
20140403,000000,0.88655,0.89274,0.88435,0.89084,75660
20140404,000000,0.89095,0.89526,0.89042,0.89164,73659
20140407,000000,0.89211,0.89251,0.88723,0.88783,47752
20140408,000000,0.88781,0.88790,0.88255,0.88322,43330
20140409,000000,0.88318,0.88459,0.87888,0.87955,41950
20140410,000000,0.87956,0.88052,0.87509,0.87638,41621
20140411,000000,0.87638,0.87711,0.87431,0.87571,40689
20140414,000000,0.87799,0.88052,0.87641,0.87965,38133
20140415,000000,0.87967,0.88187,0.87830,0.88001,38075
20140416,000000,0.88004,0.88269,0.87807,0.88176,34078
20140417,000000,0.88176,0.88359,0.87774,0.88311,30711
20140418,000000,0.88300,0.88354,0.88230,0.88334,12976
20140421,000000,0.88324,0.88520,0.88190,0.88492,17735
20140422,000000,0.88493,0.88615,0.88325,0.88491,28485
20140423,000000,0.88489,0.88530,0.88071,0.88332,33774
20140424,000000,0.88332,0.88558,0.88129,0.88160,33152
20140425,000000,0.88161,0.88205,0.88019,0.88170,27357
20140428,000000,0.88030,0.88263,0.87701,0.88010,32316
20140429,000000,0.88009,0.88458,0.87861,0.88341,34328
20140430,000000,0.88337,0.88509,0.87911,0.88033,40884
20140501,000000,0.88033,0.88046,0.87824,0.87926,22832
20140502,000000,0.87924,0.88408,0.87726,0.87794,35695
20140505,000000,0.87676,0.87808,0.87655,0.87767,26852
20140506,000000,0.87768,0.87798,0.87206,0.87423,38880
20140507,000000,0.87421,0.87628,0.87336,0.87619,37244
20140508,000000,0.87625,0.88046,0.87028,0.88010,49589
20140509,000000,0.88011,0.88728,0.87995,0.88620,41688
20140512,000000,0.88636,0.88812,0.88583,0.88779,31899
20140513,000000,0.88778,0.89080,0.88655,0.89008,44882
20140514,000000,0.89009,0.89044,0.88829,0.88973,39367
20140515,000000,0.88974,0.89602,0.88822,0.89086,52452
20140516,000000,0.89086,0.89265,0.88979,0.89259,35983
20140519,000000,0.89203,0.89242,0.89041,0.89219,36291
20140520,000000,0.89219,0.89397,0.89134,0.89186,36576
20140521,000000,0.89186,0.89658,0.88970,0.89318,43751
20140522,000000,0.89318,0.89517,0.89233,0.89406,40556
20140523,000000,0.89405,0.89717,0.89390,0.89493,36977
20140526,000000,0.89546,0.89664,0.89395,0.89453,25687
20140527,000000,0.89450,0.89813,0.89372,0.89661,38255
20140528,000000,0.89662,0.89896,0.89641,0.89835,40596
20140529,000000,0.89832,0.89838,0.89551,0.89778,38377
20140530,000000,0.89779,0.89828,0.89328,0.89500,39062
20140602,000000,0.89437,0.89949,0.89421,0.89856,38171
20140603,000000,0.89856,0.89952,0.89505,0.89628,38269
20140604,000000,0.89628,0.89817,0.89485,0.89713,40158
20140605,000000,0.89714,0.90364,0.89078,0.89115,59904
20140606,000000,0.89115,0.89515,0.89096,0.89333,42828
20140609,000000,0.89321,0.89795,0.89194,0.89697,50599
20140610,000000,0.89680,0.90077,0.89641,0.89887,75318
20140611,000000,0.89899,0.90113,0.89799,0.89991,76319
20140612,000000,0.89977,0.90115,0.89697,0.89831,88053
20140613,000000,0.89814,0.90110,0.89598,0.89994,82122
20140616,000000,0.89941,0.90130,0.89651,0.89697,73913
20140617,000000,0.89684,0.90045,0.89644,0.89906,68240
20140618,000000,0.89915,0.89988,0.89532,0.89532,77690
20140619,000000,0.89553,0.89663,0.89102,0.89381,72697
20140620,000000,0.89379,0.89741,0.89239,0.89501,58231
20140623,000000,0.89478,0.89675,0.89396,0.89411,35879
20140624,000000,0.89405,0.89579,0.89244,0.89341,40836
20140625,000000,0.89360,0.89452,0.89076,0.89266,37342
20140626,000000,0.89251,0.89563,0.89216,0.89346,36519
20140627,000000,0.89345,0.89380,0.89013,0.89023,34409
20140630,000000,0.89101,0.89141,0.88616,0.88676,34412
20140701,000000,0.88670,0.88786,0.88559,0.88738,31449
20140702,000000,0.88730,0.88984,0.88706,0.88868,30179
20140703,000000,0.88857,0.89425,0.88857,0.89308,36995
20140704,000000,0.89309,0.89509,0.89300,0.89379,23728
20140707,000000,0.89436,0.89586,0.89292,0.89353,29643
20140708,000000,0.89352,0.89456,0.89209,0.89293,31274
20140709,000000,0.89298,0.89369,0.89047,0.89086,34957
20140710,000000,0.89085,0.89335,0.89018,0.89211,35117
20140711,000000,0.89220,0.89379,0.89118,0.89379,30337
20140714,000000,0.89296,0.89316,0.88977,0.89176,29534
20140715,000000,0.89168,0.89624,0.89109,0.89548,39579
20140716,000000,0.89564,0.89891,0.89547,0.89821,34098
20140717,000000,0.89832,0.89865,0.89685,0.89721,35162
20140718,000000,0.89727,0.90031,0.89695,0.89831,36447
20140721,000000,0.89798,0.89891,0.89701,0.89783,27192
20140722,000000,0.89789,0.90265,0.89773,0.90233,33901
20140723,000000,0.90212,0.90313,0.90155,0.90189,27315
20140724,000000,0.90210,0.90369,0.90074,0.90272,31069
20140725,000000,0.90266,0.90517,0.90173,0.90438,30921
20140728,000000,0.90429,0.90512,0.90347,0.90383,25924
20140729,000000,0.90386,0.90738,0.90360,0.90684,31888
20140730,000000,0.90674,0.91054,0.90645,0.90868,44792
20140731,000000,0.90885,0.91029,0.90756,0.90872,39462
20140801,000000,0.90864,0.90960,0.90401,0.90590,45627
20140804,000000,0.90542,0.90721,0.90514,0.90668,27739
20140805,000000,0.90658,0.91110,0.90642,0.90869,36809
20140806,000000,0.90899,0.91144,0.90700,0.90743,37101
20140807,000000,0.90746,0.91047,0.90655,0.90868,39913
20140808,000000,0.90880,0.90979,0.90323,0.90755,43152
20140811,000000,0.90625,0.90667,0.90529,0.90649,27544
20140812,000000,0.90653,0.91034,0.90640,0.90724,30255
20140813,000000,0.90741,0.90981,0.90412,0.90765,33293
20140814,000000,0.90741,0.90851,0.90345,0.90642,34780
20140815,000000,0.90644,0.90704,0.90185,0.90193,36637
20140818,000000,0.90260,0.90690,0.90245,0.90639,26332
20140819,000000,0.90646,0.90939,0.90582,0.90933,32148
20140820,000000,0.90911,0.91380,0.90893,0.91329,38553
20140821,000000,0.91326,0.91456,0.91106,0.91139,31298
20140822,000000,0.91133,0.91539,0.91033,0.91310,37802
20140825,000000,0.91729,0.91776,0.91420,0.91534,32225
20140826,000000,0.91533,0.91805,0.91375,0.91744,36290
20140827,000000,0.91745,0.91850,0.91378,0.91469,37983
20140828,000000,0.91470,0.91614,0.91259,0.91493,38601
20140829,000000,0.91501,0.91838,0.91385,0.91813,34387
20140901,000000,0.91916,0.91973,0.91767,0.91949,24074
20140902,000000,0.91948,0.92118,0.91877,0.91891,34518
20140903,000000,0.91888,0.92003,0.91748,0.91754,37570
20140904,000000,0.91758,0.93289,0.91750,0.93138,51938
20140905,000000,0.93174,0.93351,0.92787,0.93103,44846
20140908,000000,0.93084,0.93581,0.93065,0.93543,42737
20140909,000000,0.93543,0.93794,0.93144,0.93283,52000
20140910,000000,0.93284,0.93954,0.93187,0.93660,58841
20140911,000000,0.93658,0.93757,0.93363,0.93570,54268
20140912,000000,0.93571,0.93677,0.93196,0.93311,53490
20140915,000000,0.93203,0.93722,0.93200,0.93517,46110
20140916,000000,0.93515,0.93625,0.92999,0.93251,53264
20140917,000000,0.93251,0.94240,0.93224,0.94107,64334
20140918,000000,0.94105,0.94322,0.93314,0.93370,64600
20140919,000000,0.93370,0.94097,0.93336,0.94066,62928
20140922,000000,0.94059,0.94208,0.93733,0.93979,50993
20140923,000000,0.93980,0.94025,0.93528,0.93973,53413
20140924,000000,0.93974,0.94578,0.93884,0.94545,54444
20140925,000000,0.94543,0.95149,0.94517,0.94649,65735
20140926,000000,0.94650,0.95206,0.94592,0.95127,52942
20140929,000000,0.95142,0.95315,0.94881,0.95125,57023
20140930,000000,0.95129,0.95960,0.94988,0.95498,67476
20141001,000000,0.95494,0.95954,0.95447,0.95587,68599
20141002,000000,0.95597,0.95805,0.95167,0.95396,81557
20141003,000000,0.95394,0.96833,0.95309,0.96740,64355
20141006,000000,0.96871,0.96876,0.95665,0.95818,58782
20141007,000000,0.95819,0.96241,0.95548,0.95673,80321
20141008,000000,0.95674,0.96004,0.95096,0.95171,80488
20141009,000000,0.95170,0.95587,0.94688,0.95425,87057
20141010,000000,0.95423,0.95922,0.95264,0.95701,71733
20141013,000000,0.95688,0.95752,0.94700,0.94790,63992
20141014,000000,0.94791,0.95545,0.94684,0.95363,73175
20141015,000000,0.95362,0.95618,0.93597,0.93995,104952
20141016,000000,0.93989,0.94901,0.93988,0.94251,102625
20141017,000000,0.94249,0.94745,0.94051,0.94624,66002
20141020,000000,0.94672,0.94797,0.94144,0.94269,60341
20141021,000000,0.94271,0.94918,0.93974,0.94899,67842
20141022,000000,0.94896,0.95418,0.94719,0.95361,64155
20141023,000000,0.95363,0.95589,0.95172,0.95406,61725
20141024,000000,0.95405,0.95455,0.94969,0.95184,55723
20141027,000000,0.95168,0.95209,0.94761,0.94959,52733
20141028,000000,0.94954,0.95107,0.94449,0.94712,54822
20141029,000000,0.94711,0.95496,0.94411,0.95449,56266
20141030,000000,0.95448,0.96105,0.95417,0.95581,69210
20141031,000000,0.95580,0.96625,0.95572,0.96248,85421
20141103,000000,0.96368,0.96906,0.96333,0.96585,76115
20141104,000000,0.96581,0.96583,0.95797,0.95974,70516
20141105,000000,0.95973,0.96611,0.95829,0.96392,83349
20141106,000000,0.96391,0.97380,0.96025,0.97321,91864
20141107,000000,0.97308,0.97413,0.96503,0.96589,89461
20141110,000000,0.96430,0.96840,0.96161,0.96813,70784
20141111,000000,0.96812,0.97001,0.96246,0.96447,71941
20141112,000000,0.96448,0.96794,0.96219,0.96635,88548
20141113,000000,0.96635,0.96730,0.96217,0.96342,71338
20141114,000000,0.96344,0.96886,0.95729,0.95892,84146
20141117,000000,0.95877,0.96542,0.95519,0.96483,77931
20141118,000000,0.96481,0.96534,0.95740,0.95824,71829
20141119,000000,0.95823,0.96003,0.95295,0.95685,77101
20141120,000000,0.95688,0.96057,0.95525,0.95833,87150
20141121,000000,0.95835,0.97089,0.95627,0.96949,87605
20141124,000000,0.97119,0.97262,0.96626,0.96638,65691
20141125,000000,0.96636,0.96975,0.96337,0.96396,71219
20141126,000000,0.96395,0.96651,0.95945,0.96115,72098
20141127,000000,0.96115,0.96431,0.95983,0.96394,50126
20141128,000000,0.96390,0.96703,0.96209,0.96504,62915
20141201,000000,0.96567,0.96873,0.96146,0.96460,73431
20141202,000000,0.96458,0.97293,0.96410,0.97209,60599
20141203,000000,0.97210,0.97824,0.97143,0.97744,67433
20141204,000000,0.97746,0.97954,0.96484,0.97121,80804
20141205,000000,0.97123,0.97991,0.97025,0.97864,81005
20141208,000000,0.97825,0.98177,0.97377,0.97591,64968
20141209,000000,0.97591,0.97772,0.96529,0.97125,83179
20141210,000000,0.97127,0.97221,0.96618,0.96620,79845
20141211,000000,0.96622,0.97101,0.96270,0.96779,93337
20141212,000000,0.96775,0.96986,0.96185,0.96358,79693
20141215,000000,0.96247,0.96734,0.96235,0.96546,76150
20141216,000000,0.96544,0.96573,0.95528,0.95976,94581
20141217,000000,0.95977,0.97454,0.95942,0.97290,88754
20141218,000000,0.97289,0.98474,0.97210,0.97974,88370
20141219,000000,0.97973,0.98454,0.97841,0.98400,73037
20141222,000000,0.98371,0.98493,0.98045,0.98362,43580
20141223,000000,0.98365,0.98858,0.98251,0.98772,42732
20141224,000000,0.98773,0.98809,0.98394,0.98640,34931
20141226,000000,0.98454,0.98835,0.98436,0.98725,15273
20141229,000000,0.98716,0.99073,0.98425,0.98964,45470
