<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20131023,000000,0.89463,0.89655,0.89107,0.89216,38700
20131024,000000,0.89215,0.89281,0.88902,0.89226,37292
20131025,000000,0.89229,0.89650,0.88925,0.89230,36766
20131028,000000,0.89229,0.89629,0.89215,0.89556,30565
20131029,000000,0.89556,0.90025,0.89434,0.89877,40822
20131030,000000,0.89856,0.90237,0.89499,0.89903,38056
20131031,000000,0.89906,0.90758,0.89894,0.90669,48445
20131101,000000,0.90666,0.91378,0.90653,0.91186,41660
20131104,000000,0.91179,0.91518,0.90913,0.90973,32050
20131105,000000,0.90973,0.91472,0.90942,0.91348,37197
20131106,000000,0.91342,0.91389,0.90980,0.91203,33672
20131107,000000,0.91202,0.92494,0.91088,0.91566,49059
20131108,000000,0.91530,0.92467,0.91512,0.92110,43333
20131111,000000,0.92263,0.92314,0.91889,0.91929,29382
20131112,000000,0.91933,0.92261,0.91547,0.91744,41331
20131113,000000,0.91745,0.92005,0.91257,0.91332,41330
20131114,000000,0.91338,0.91883,0.91239,0.91642,44744
