<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200216,000000,1582.14,1649.22,1578.84,1643.73,566730
20200223,000000,1653.16,1689.24,1562.92,1584.70,1051162
20200301,000000,1591.36,1692.08,1575.30,1674.06,912088
20200308,000000,1696.87,1703.43,1504.60,1529.76,1100879
20200315,000000,1550.44,1575.29,1451.11,1498.64,1017856
20200322,000000,1503.16,1644.35,1482.42,1622.53,451736
20200329,000000,1619.95,1632.23,1569.13,1615.70,531110
20200405,000000,1614.46,1690.43,1608.35,1683.63,389503
20200412,000000,1677.47,1747.40,1674.98,1682.14,571904
20200419,000000,1683.02,1738.78,1660.03,1726.41,691851
20200426,000000,1722.32,1727.59,1670.40,1699.53,667792
20200503,000000,1698.03,1723.60,1681.14,1702.09,496519
20200510,000000,1702.38,1751.68,1691.53,1741.85,648077
20200517,000000,1747.36,1765.08,1717.10,1735.42,674606
20200524,000000,1732.11,1737.66,1693.59,1730.41,536462
20200531,000000,1735.40,1745.06,1670.55,1684.30,612383
20200607,000000,1680.53,1744.63,1677.22,1730.57,614666
20200614,000000,1730.77,1745.28,1704.11,1742.26,568912
20200621,000000,1747.68,1779.43,1742.74,1769.58,573853
20200628,000000,1770.32,1789.08,1757.43,1774.90,420414
20200705,000000,1773.38,1817.92,1769.86,1798.57,460301
20200712,000000,1799.12,1815.05,1790.63,1809.68,451787
20200719,000000,1808.04,1906.50,1805.62,1901.63,687351
20200726,000000,1902.65,1983.97,1902.55,1975.02,833060
20200802,000000,1983.53,2074.87,1960.39,2033.15,840184
20200809,000000,2026.31,2049.85,1862.58,1943.57,985350
20200816,000000,1944.91,2015.57,1911.26,1938.98,945238
20200823,000000,1936.69,1976.53,1902.64,1964.34,848892
20200830,000000,1969.07,1992.29,1916.27,1933.09,693034
20200906,000000,1932.07,1966.53,1906.54,1940.48,655028
20200913,000000,1937.74,1973.64,1932.87,1950.42,649582
20200920,000000,1949.75,1955.62,1848.73,1860.12,935990
20200927,000000,1862.88,1917.08,1848.92,1900.56,728847
20201004,000000,1903.45,1930.39,1872.92,1929.85,587519
20201011,000000,1926.87,1933.16,1882.44,1898.74,585213
20201018,000000,1899.69,1931.34,1894.27,1901.39,506856
20201025,000000,1901.35,1911.40,1859.90,1878.35,574835
20201101,000000,1879.25,1960.28,1873.39,1951.80,828638
20201108,000000,1957.17,1965.45,1850.51,1889.27,834072
20201115,000000,1887.88,1899.00,1852.68,1870.89,618096
20201122,000000,1870.85,1876.13,1774.32,1786.76,560405
20201129,000000,1789.30,1848.16,1764.37,1838.59,592630
20201206,000000,1836.85,1875.27,1821.98,1839.90,555927
20201213,000000,1837.06,1896.18,1818.33,1880.54,564167
20201220,000000,1882.51,1906.69,1854.99,1879.29,511935
20201227,000000,1888.40,1900.38,1869.12,1893.68,389443
20210103,000000,1909.11,1959.31,1828.27,1849.04,812363
20210110,000000,1854.73,1863.79,1816.99,1827.64,730670
20210117,000000,1828.38,1875.00,1810.28,1854.66,734071
20210124,000000,1858.01,1875.68,1831.34,1847.58,944490
20210131,000000,1855.56,1871.77,1784.89,1813.39,1014828
20210207,000000,1817.34,1855.30,1807.76,1824.14,758643
20210214,000000,1824.85,1826.99,1760.61,1783.02,855311
20210221,000000,1786.76,1815.98,1717.15,1733.81,1206002
20210228,000000,1737.76,1759.86,1687.25,1700.73,1212264
20210307,000000,1706.21,1739.79,1676.79,1726.89,1006696
20210314,000000,1728.55,1755.43,1719.25,1745.12,906988
20210321,000000,1743.80,1745.41,1721.65,1732.72,803710
20210328,000000,1731.19,1732.86,1677.88,1729.51,650418
20210404,000000,1728.68,1758.68,1721.27,1743.48,696235
20210411,000000,1742.74,1783.81,1723.72,1776.69,732113
20210418,000000,1775.69,1797.90,1763.55,1776.50,723090
20210425,000000,1775.50,1789.98,1756.19,1768.97,667344
20210502,000000,1766.81,1843.30,1766.04,1830.85,700658
20210509,000000,1833.04,1845.93,1808.77,1842.56,805906
20210516,000000,1843.52,1890.09,1843.52,1881.74,850477
20210523,000000,1881.41,1912.74,1872.71,1903.18,802669
20210530,000000,1903.74,1916.57,1855.50,1891.51,725018
20210606,000000,1890.19,1903.67,1869.84,1876.16,745436
20210613,000000,1876.07,1877.62,1760.91,1764.52,908398
20210620,000000,1768.64,1794.95,1766.40,1781.11,779660
20210627,000000,1781.24,1795.04,1750.69,1787.33,574253
20210704,000000,1787.11,1818.33,1784.47,1808.04,565419
20210711,000000,1807.97,1834.07,1791.65,1811.49,561001
