<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20131224,000000,1197.42,1203.04,1196.12,1202.93,23719
20131226,000000,1204.49,1215.81,1204.15,1210.41,21647
20131227,000000,1210.73,1219.04,1208.93,1212.12,42762
20131230,000000,1213.62,1216.13,1194.81,1196.29,56939
20131231,000000,1197.06,1214.60,1182.44,1206.81,41689
20140102,000000,1225.15,1230.80,1213.57,1224.10,47427
20140103,000000,1221.76,1240.16,1221.46,1236.21,58630
20140106,000000,1236.96,1248.34,1214.63,1237.78,66292
20140107,000000,1237.03,1245.27,1224.92,1231.85,62137
20140108,000000,1231.18,1232.36,1218.42,1225.73,65005
20140109,000000,1224.91,1231.43,1223.52,1227.77,54078
20140110,000000,1226.66,1248.86,1226.56,1247.57,58843
20140113,000000,1248.02,1255.01,1243.61,1253.00,54497
20140114,000000,1252.74,1255.21,1241.67,1244.91,53778
20140115,000000,1244.26,1244.97,1234.24,1241.64,56408
20140116,000000,1241.08,1245.28,1236.34,1242.19,52084
20140117,000000,1241.77,1254.89,1237.74,1253.17,52031
20140120,000000,1252.22,1261.91,1252.12,1254.60,31041
20140121,000000,1254.02,1255.70,1235.61,1241.20,52643
20140122,000000,1239.83,1243.56,1235.91,1237.00,45125
20140123,000000,1236.22,1265.40,1231.50,1263.81,65461
20140124,000000,1263.16,1272.50,1256.87,1269.22,65842
20140127,000000,1269.21,1278.98,1251.97,1256.86,68752
20140128,000000,1254.81,1261.47,1248.93,1256.60,50595
20140129,000000,1255.68,1270.11,1248.93,1267.07,58717
